nu,sw,nu-err,sw-err,nu-ref,sw-ref
2928.248042,2.789e-28,3,3,245,242
2928.254565,5.46e-23,3,3,239,257
2928.26178,5.495e-24,3,6,752,752
2928.274405,6.673e-27,3,3,247,744
2928.275285,1.724e-28,3,3,245,242
2928.278093,1.524e-26,3,3,744,744
2928.29,2.918e-24,3,3,239,257
2928.296464,3.22e-28,3,3,245,242
2928.316476,8.441e-29,2,3,247,744
2928.319932,3.041e-25,3,3,239,257
2928.322263,1.115e-25,3,3,245,242
2928.323095,1.883e-27,3,3,247,744
2928.330828,1.017e-28,2,3,247,744
2928.333394,2.144e-28,2,3,247,744
2928.333461,1.65e-24,5,3,245,254
2928.34484,7.864e-29,1,5,752,752
2928.350878,6.714e-25,4,3,247,744
2928.354193,1.741e-28,1,5,752,752
2928.367781,3.38e-25,3,3,239,257
2928.372899,3.654e-28,1,5,752,752
2928.373074,2.425e-28,1,5,752,752
2928.393395,2.54e-27,1,6,752,752
2928.40143,9.675e-25,3,3,744,744
2928.414174,3.614e-26,3,3,245,254
2928.416206,5.779e-24,3,3,239,257
2928.41731,1.244e-27,3,3,245,242
2928.421449,7.134e-25,4,3,247,744
2928.42708,2.718e-26,3,3,247,744
2928.430836,2.713e-26,3,3,247,744
2928.435178,1.139e-27,3,3,245,242
2928.435528,1.989e-27,3,3,245,242
2928.446757,1.369e-25,4,6,752,752
2928.461357,3.194e-23,4,6,752,752
2928.479572,2.239e-25,3,3,744,744
2928.482091,8.436e-26,5,3,245,242
2928.493374,5.979e-28,3,3,245,242
2928.496889,1.158e-27,3,3,245,242
2928.50783,5.222e-28,3,3,245,254
2928.523248,2.284e-27,3,3,245,242
2928.52848,3.986e-23,3,3,239,257
2928.557121,2.414e-27,3,3,245,242
2928.557339,5.325e-28,1,5,752,752
2928.567483,6.712e-28,3,3,245,242
2928.575033,1.89e-26,3,3,247,744
2928.578021,7.512e-26,5,3,245,242
2928.578185,4.631e-28,1,5,752,752
2928.60635,1.096e-25,5,3,245,242
2928.617593,1.435e-27,3,3,245,242
2928.627808,1.024e-23,3,3,239,257
2928.636,5.54e-23,3,3,239,257
2928.641408,2.551e-24,3,3,239,257
2928.648959,1.013e-29,1,4,752,752
2928.65076,3.097e-28,3,3,245,242
2928.667391,6.835e-27,3,3,245,242
2928.672324,1.17e-26,3,3,245,242
2928.673147,3.381e-29,2,3,247,744
2928.681053,9.767e-29,1,5,752,752
2928.681545,1.133e-26,3,3,245,242
2928.685369,1.226e-29,1,4,752,752
2928.694438,7.51e-27,3,3,247,744
2928.746721,1.238e-27,3,3,245,242
2928.749174,1.701e-28,1,5,752,752
2928.756685,2.204e-24,5,3,245,242
2928.760405,2.72e-29,1,6,752,752
2928.784752,8.211e-25,3,3,239,257
2928.786311,1.361e-28,3,3,245,242
2928.791834,7.401e-26,3,6,752,752
2928.796845,2.212e-27,3,3,744,744
2928.826885,1.82e-29,1,5,752,752
2928.838523,6e-29,2,3,247,744
2928.867728,6.342e-27,3,3,245,242
2928.873195,1.087e-29,2,3,247,744
2928.879472,5.666e-25,3,3,744,744
2928.887927,1.478e-27,3,3,245,254
2928.903071,1.699e-25,5,3,245,254
2928.905926,4.433e-28,2,3,247,744
2928.91226,1.685e-26,3,3,744,744
2928.918639,1.007e-29,1,3,744,744
2928.92267,1.157e-29,1,5,752,752
2928.934191,1.389e-29,2,3,247,744
2928.949014,6.37e-28,1,5,752,752
2928.951098,1.323e-24,3,3,239,257
2928.95304,5.062e-24,3,3,239,257
2928.956093,9.536e-25,3,3,744,744
2928.967206,3.252e-25,3,3,239,257
2928.978134,7.32e-29,1,4,752,752
2928.979164,2.165e-26,1,6,752,752
2928.991532,3.531e-24,3,3,239,257
2928.9967,2.646e-24,4,6,752,752
2928.997562,3.529e-23,4,5,744,744
2929.004354,7.667e-23,4,5,744,744
2929.016,1.359e-24,3,3,239,257
2929.021222,4.634e-28,2,3,247,744
2929.025135,4.781e-28,3,3,247,744
2929.026664,5.339e-28,3,3,245,242
2929.041919,7.586e-26,3,3,245,254
2929.042114,1.029e-28,1,4,752,752
2929.044754,1.954e-23,4,5,744,744
2929.046909,8.285e-23,4,5,744,744
2929.047063,1.352e-27,3,3,247,744
2929.051152,6.724e-27,3,3,245,254
2929.054211,1.66e-26,3,3,247,744
2929.0615,7.671e-28,1,5,752,752
2929.063105,1.531e-28,1,5,752,752
2929.068562,2.447e-23,4,5,744,744
2929.072575,9.359e-26,5,3,245,242
2929.088584,4.113e-27,3,3,245,242
2929.097391,5.049e-28,3,3,245,242
2929.103379,5.191e-28,3,3,245,242
2929.123104,3.584e-27,3,3,245,242
2929.123274,9.3e-28,1,5,752,752
2929.1235,7.374e-25,3,3,239,257
2929.132205,2.718e-25,3,3,239,257
2929.136411,4.382e-25,3,3,744,744
2929.140378,1.757e-29,1,6,752,752
2929.146755,1.281e-27,3,3,245,242
2929.159745,1.697e-29,2,3,247,744
2929.160738,1.461e-22,4,5,744,744
2929.160765,3.676e-28,3,3,245,242
2929.162734,1.36e-28,1,5,752,752
2929.172389,9.199e-26,5,3,245,254
2929.178253,1.387e-22,4,5,744,744
2929.201138,2.66e-23,4,5,744,744
2929.20406,1.587e-27,3,3,744,744
2929.207696,9.175e-29,3,3,245,242
2929.21789,7.524e-28,3,3,245,254
2929.227105,7.413e-24,3,3,239,257
2929.231363,1.582e-27,3,3,245,242
2929.246197,8.167e-26,3,3,744,744
2929.251711,4.948e-26,3,3,744,744
2929.26083,5.999e-28,3,3,247,744
2929.263245,6.331e-26,3,3,744,744
2929.263567,7.143e-28,3,3,245,242
2929.263853,7.234e-24,4,4,744,744
2929.270791,1.949e-28,1,5,752,752
2929.275165,4.703e-24,3,3,239,257
2929.282292,3.35e-28,3,3,245,242
2929.283075,1e-28,2,3,247,744
2929.292868,1.538e-27,1,5,752,752
2929.300682,2.814e-26,3,3,245,242
2929.31096,2.128e-28,1,5,752,752
2929.311477,9.729e-26,3,3,245,242
2929.313748,9.544e-26,3,3,245,242
2929.321697,8.305e-26,3,3,744,744
2929.323221,1.582e-28,3,3,245,242
2929.324306,3.147e-26,1,6,752,752
2929.332795,2.986e-28,3,3,245,242
2929.333548,9.642e-29,1,6,752,752
2929.340144,2.858e-27,1,6,752,752
2929.346153,4.13e-27,1,6,752,752
2929.351781,4.963e-24,5,3,245,242
2929.360804,1.19e-28,1,5,752,752
2929.361187,4.093e-28,2,3,247,744
2929.369111,3.253e-26,3,3,744,744
2929.376819,1.884e-28,3,3,245,254
2929.378913,5.93e-28,3,3,245,242
2929.37896,1.082e-27,1,6,752,752
2929.386777,4.785e-25,3,3,744,744
2929.399027,1.416e-28,2,3,247,744
2929.403039,2.074e-28,2,3,247,744
2929.403424,2.824e-27,1,6,752,752
2929.404137,6.226e-27,3,3,247,744
2929.435247,6.421e-29,2,3,247,744
2929.437944,1.287e-25,3,3,245,242
2929.464046,1.127e-27,3,3,245,242
2929.470193,3.003e-27,1,5,752,752
2929.485168,2.537e-28,3,3,245,242
2929.488058,1.478e-23,5,3,245,254
2929.491482,1.001e-29,2,3,247,744
2929.493126,2.648e-27,3,3,245,242
2929.502448,1.22e-28,1,5,752,752
2929.518287,6.417e-29,2,3,247,744
2929.520312,3.134e-28,3,3,245,242
2929.528196,7.693e-29,1,6,752,752
2929.528373,8.497e-29,3,3,245,242
2929.531193,4.132e-25,3,3,744,744
2929.548124,3.205e-28,1,5,752,752
2929.553836,1.496e-27,3,3,245,242
2929.562234,4.526e-26,3,6,752,752
2929.563356,2.075e-28,3,3,245,242
2929.564286,1.229e-25,4,6,752,752
2929.564861,1.486e-27,1,6,752,752
2929.5654,3.183e-27,3,3,247,744
2929.566892,9.596e-28,1,5,752,752
2929.567715,5.739e-23,3,3,239,257
2929.572073,3.076e-29,1,5,752,752
2929.578347,4.265e-25,3,3,239,257
2929.578725,2.118e-27,3,3,245,242
2929.579845,1.843e-25,3,3,744,744
2929.580132,6.497e-25,3,3,239,257
2929.596676,5.15e-29,1,6,752,752
2929.603167,6.445e-27,3,3,247,744
2929.604677,7.492e-26,3,3,247,744
2929.613986,3.845e-24,4,6,752,752
2929.618509,1.828e-27,1,6,752,752
2929.627452,7.646e-29,1,6,752,752
2929.651374,6.794e-24,3,4,744,744
2929.651906,2.956e-27,3,3,245,254
2929.658565,2.342e-28,1,6,752,752
2929.671033,8.824e-28,3,3,247,744
2929.673392,1.583e-26,3,3,247,744
2929.680996,5.402e-28,1,6,752,752
2929.69636,1.835e-25,3,3,245,254
2929.702286,2.82e-26,4,6,752,752
2929.720488,2.485e-27,1,6,752,752
2929.72324,1.287e-26,3,3,245,242
2929.723828,3.312e-26,1,6,752,752
2929.730291,3.962e-25,3,3,239,257
2929.737345,3.623e-29,1,6,752,752
2929.741272,3.643e-27,1,6,752,752
2929.754937,1.036e-25,3,3,247,744
2929.756729,2.9e-28,3,3,245,242
2929.759747,1.453e-26,3,3,245,254
2929.764979,1.706e-24,3,4,744,744
2929.765278,4.026e-23,3,3,239,257
2929.776571,2.515e-25,3,3,239,257
2929.777158,8.504e-28,1,6,752,752
2929.799214,3.537e-28,2,3,247,744
2929.807427,8.313e-28,3,3,245,242
2929.812962,2.629e-25,5,3,245,242
2929.818302,2.553e-26,1,6,752,752
2929.820533,9.13e-29,2,3,247,744
2929.827473,1.953e-29,1,5,752,752
2929.84188,1.176e-28,3,3,245,242
2929.8445,3.219e-26,3,3,247,744
2929.854233,2.045e-25,3,3,239,257
2929.858766,3.236e-26,3,3,247,744
2929.860544,3.001e-25,3,3,239,257
2929.867696,1.324e-28,3,3,245,242
2929.868463,7.694e-27,3,3,247,744
2929.870093,1.38e-26,1,6,752,752
2929.874059,1.601e-28,3,3,245,242
2929.88206,1.493e-25,3,3,744,744
2929.886634,4.994e-24,4,4,247,744
2929.889735,2.164e-29,1,3,744,744
2929.889853,2.722e-28,3,3,245,242
2929.897927,7.266e-29,3,3,245,242
2929.90707,1.759e-25,4,3,247,744
2929.9156,6.457e-23,3,3,239,257
2929.918322,8.005e-29,3,3,245,242
2929.926495,6.896e-26,3,3,247,744
2929.926996,1.12e-27,1,6,752,752
2929.929133,4.269e-28,1,6,752,752
2929.938697,2.166e-28,1,5,752,752
2929.95833,1.194e-28,1,6,752,752
2929.959883,7.044e-28,1,6,752,752
2929.966842,1.723e-29,1,4,752,752
2929.967636,2.124e-28,3,3,245,242
2929.981286,1.148e-27,3,6,752,752
2929.98223,1.953e-27,1,6,752,752
2929.984426,2.247e-26,3,3,245,242
2929.993991,9.378e-28,3,6,752,752
2930.010607,9.526e-25,3,3,239,257
2930.0153,2.388e-29,1,5,752,752
2930.023576,1.423e-27,3,6,752,752
2930.02464,4.199e-26,3,6,752,752
2930.02805,8.417e-26,1,6,752,752
2930.031359,7.574e-25,5,3,245,242
2930.039543,5.543e-28,1,6,752,752
2930.039978,3.454e-22,4,5,744,744
2930.041081,8.052e-29,1,6,752,752
2930.05318,5.72e-26,3,3,245,242
2930.057576,9.531e-27,1,6,752,752
2930.060156,1.222e-29,2,3,247,744
2930.060941,1.191e-27,3,6,752,752
2930.0772,1.088e-22,3,3,239,257
2930.082282,4.184e-25,3,3,744,744
2930.086591,5.322e-28,3,6,752,752
2930.099945,6.169e-29,1,5,752,752
2930.101578,2.915e-28,1,3,744,744
2930.105622,5.132e-28,2,3,247,744
2930.108899,3.448e-25,3,3,239,257
2930.110978,1.242e-23,4,4,744,744
2930.111903,4.492e-29,2,3,247,744
2930.112334,1.655e-29,1,5,752,752
2930.117125,2.26e-28,2,3,247,744
2930.134786,3.923e-28,3,5,752,752
2930.14862,8.155e-29,2,3,247,744
2930.149611,1.538e-24,3,3,239,257
2930.164579,2.137e-25,3,3,744,744
2930.173518,2.937e-27,3,3,245,242
2930.186751,6.499e-28,1,6,752,752
2930.186966,1.979e-25,3,6,752,752
2930.18875,2.554e-29,1,6,752,752
2930.192752,8.211e-29,2,3,247,744
2930.198182,5.573e-28,3,3,245,242
2930.209033,3.025e-25,3,3,239,257
2930.220195,4.806e-26,3,3,744,744
2930.228541,6.575e-29,2,3,247,744
2930.23268,4.329e-27,3,3,245,242
2930.243668,7.413e-26,3,3,247,744
2930.248709,9.067e-27,1,6,752,752
2930.25066,3.065e-25,3,3,239,257
2930.251664,8.467e-27,1,3,744,744
2930.252262,6.884e-29,2,3,247,744
2930.257395,2.198e-27,3,3,245,242
2930.268181,8.374e-29,3,3,245,242
2930.279785,1.195e-28,3,3,245,242
2930.282,1.519e-24,3,3,239,257
2930.282938,6.589e-29,3,3,245,242
2930.284632,2.081e-26,3,3,245,242
2930.288775,1.62e-29,1,5,752,752
2930.28953,1.359e-24,3,3,239,257
2930.29719,1.206e-29,1,3,744,744
2930.300133,2.081e-26,3,3,245,242
2930.301254,6.071e-25,5,3,245,242
2930.308516,1.841e-28,3,3,245,242
2930.31005,1.027e-27,1,6,752,752
2930.321997,7.892e-25,3,3,239,257
2930.325,2.686e-24,3,3,239,257
2930.336845,1.644e-28,3,3,245,242
2930.338091,7.244e-29,3,6,752,752
2930.342032,3.32e-29,1,5,752,752
2930.342784,7.327e-29,3,3,245,242
2930.361905,1.301e-29,2,3,247,744
2930.363239,1.432e-29,1,6,752,752
2930.366379,2.839e-25,5,3,245,242
2930.381754,1.139e-25,4,3,247,744
2930.407316,1.028e-28,1,6,752,752
2930.415103,1.034e-27,3,3,245,242
2930.421474,7.051e-24,3,4,744,744
2930.423938,1.603e-27,3,3,247,744
2930.42444,4.663e-26,3,6,752,752
2930.432669,2.036e-29,1,6,752,752
2930.445441,2.279e-27,3,6,752,752
2930.446302,5.304e-29,1,5,752,752
2930.454983,1.172e-29,2,3,247,744
2930.45716,1.949e-24,3,4,744,744
2930.465413,1.407e-26,1,6,752,752
2930.466744,1.819e-25,4,6,752,752
2930.467701,5.554e-28,3,3,245,242
2930.4854,3.646e-27,1,6,752,752
2930.486538,2.158e-27,1,6,752,752
2930.486952,1.448e-27,1,6,752,752
2930.506809,7.793e-29,1,6,752,752
2930.509379,4.97e-24,3,4,744,744
2930.515391,5.252e-28,3,3,245,242
2930.518577,4.715e-26,1,3,744,744
2930.524896,1.262e-26,5,3,245,242
2930.532157,1.953e-27,1,5,752,752
2930.532593,1.983e-25,3,3,744,744
2930.540362,2.225e-28,1,6,752,752
2930.55009,2.857e-27,3,3,245,242
2930.552262,3.043e-28,2,3,247,744
2930.554382,3.639e-24,3,4,744,744
2930.55606,1.315e-24,3,3,239,257
2930.564804,3.073e-25,3,3,239,257
2930.575671,1.031e-28,1,6,752,752
2930.575966,3.691e-27,3,3,247,744
2930.587143,4.291e-29,2,3,247,744
2930.597567,2.857e-28,3,3,245,242
2930.604495,2.474e-24,3,4,744,744
2930.610498,7.858e-25,3,3,744,744
2930.61837,1.332e-24,4,4,247,744
2930.621807,6.098e-25,3,3,239,257
2930.626105,5.428e-29,1,5,752,752
2930.632315,5.739e-25,3,3,239,257
2930.636091,4.07e-25,3,3,744,744
2930.640437,9.219e-29,1,5,752,752
2930.643076,3.168e-26,3,6,752,752
2930.643266,7.153e-27,1,6,752,752
2930.644827,1.144e-26,3,3,744,744
2930.64637,6.253e-26,3,3,247,744
2930.659082,3.214e-26,3,3,245,242
2930.678841,4.54e-26,3,6,752,752
2930.681245,1.533e-28,1,6,752,752
2930.683729,2.212e-29,2,3,247,744
2930.705208,1.25e-25,3,3,245,242
2930.708094,3.101e-25,3,3,239,257
2930.712928,6.958e-27,3,3,245,242
2930.713801,2.598e-25,3,3,245,254
2930.715393,1.369e-29,1,6,752,752
2930.715691,3.337e-27,3,3,245,242
2930.726736,7.988e-26,3,6,752,752
2930.741632,2.722e-24,5,3,245,254
2930.745941,2.266e-28,3,3,245,242
2930.746662,3.023e-26,3,3,245,242
2930.750637,8.436e-29,3,3,245,242
2930.753093,2.613e-25,3,3,744,744
2930.761846,4.458e-29,2,3,247,744
2930.762084,7.965e-29,1,3,744,744
2930.76924,9.038e-28,3,6,752,752
2930.772759,5.427e-29,1,5,752,752
2930.774964,1.78e-25,3,3,245,242
2930.778332,4.36e-27,3,3,245,242
2930.780569,1.326e-25,1,3,744,744
2930.780885,1.509e-26,3,3,245,242
2930.782083,1.78e-25,3,3,245,242
2930.782145,1.684e-26,3,3,744,744
2930.787528,4.674e-27,3,3,245,242
2930.803643,4.113e-24,5,3,245,242
2930.806317,1.672e-27,1,6,752,752
2930.812832,5.143e-28,2,3,247,744
2930.819835,9.564e-28,1,6,752,752
2930.824281,6.329e-28,1,6,752,752
2930.837695,2.642e-25,3,3,744,744
2930.841578,2.674e-25,3,3,239,257
2930.843551,6.628e-25,4,3,247,744
2930.843638,6.59e-29,1,5,752,752
2930.846238,9.667e-28,1,3,744,744
2930.869041,5.52e-28,2,3,247,744
2930.870204,2.504e-27,3,3,247,744
2930.888264,1.261e-28,1,6,752,752
2930.890192,5.341e-25,3,3,239,257
2930.895213,1.195e-27,3,3,245,242
2930.901083,3.912e-29,1,5,752,752
2930.907639,2.87e-25,3,3,239,257
2930.911107,2.782e-25,3,3,239,257
2930.925806,1.502e-27,3,3,245,254
2930.9294,3.272e-25,3,3,239,257
2930.941268,1.42e-29,1,6,752,752
2930.960218,1.321e-28,1,5,752,752
2930.969693,3.14e-27,3,3,744,744
2930.971198,1.275e-25,5,3,245,242
2930.974179,1.621e-27,3,3,744,744
2930.975745,2.44e-29,2,3,247,744
2930.978278,4.344e-28,1,4,752,752
2930.992255,8.436e-29,3,3,245,242
2930.999386,1.379e-27,3,3,245,242
2931.000452,1.619e-27,3,3,245,242
2931.001372,3.282e-29,1,3,744,744
2931.003444,4.123e-25,4,3,247,744
2931.011863,1.299e-26,3,3,245,242
2931.017054,4.265e-25,3,3,239,257
2931.01861,7.561e-29,2,3,247,744
2931.021281,3.288e-25,3,3,744,744
2931.024048,6.281e-29,3,3,245,242
2931.027779,2.922e-25,3,3,239,257
2931.034113,3.557e-26,3,3,247,744
2931.035691,3.548e-26,3,3,744,744
2931.046939,2.272e-24,3,3,239,257
2931.047582,2.798e-24,3,3,239,257
2931.047918,1.043e-25,3,3,744,744
2931.049498,2.276e-24,3,3,239,257
2931.067692,2.886e-28,2,3,247,744
2931.071166,1.4e-26,3,3,247,744
2931.078741,6.738e-29,3,6,752,752
2931.080682,3.301e-28,2,3,247,744
2931.091997,4.872e-24,4,4,247,744
2931.09305,1.687e-29,2,3,247,744
2931.112931,1.139e-27,3,3,245,242
2931.13203,1.542e-23,3,3,239,257
2931.142098,2.389e-25,4,3,247,744
2931.147191,4.119e-26,3,3,245,242
2931.147759,1.952e-27,3,3,245,242
2931.149033,6.018e-25,3,3,239,257
2931.150412,8.826e-25,3,3,744,744
2931.152213,6.639e-28,1,6,752,752
2931.153518,2.258e-29,1,3,744,744
2931.171066,4.649e-24,5,3,245,242
2931.174221,2.493e-26,3,3,247,744
2931.177358,6.008e-26,3,3,247,744
2931.185651,9.389e-24,4,4,247,744
2931.190489,1.209e-26,3,3,247,744
2931.198793,1.042e-25,3,3,245,254
2931.20134,1.634e-26,3,3,247,744
2931.201843,2.41e-25,4,3,247,744
2931.209824,1.465e-28,3,3,245,242
2931.210633,3.72e-28,1,6,752,752
2931.219851,3.312e-29,1,5,752,752
2931.224305,1.786e-24,5,3,245,242
2931.229208,1.643e-28,1,5,752,752
2931.229243,1.172e-28,1,6,752,752
2931.231726,9.052e-29,3,3,245,242
2931.232808,2.439e-29,1,4,752,752
2931.23424,2.495e-29,3,5,752,752
2931.237595,3.41e-27,3,3,744,744
2931.237719,1.856e-25,3,6,752,752
2931.241781,1.338e-25,3,3,744,744
2931.268418,1.002e-25,3,3,744,744
2931.279779,4.863e-25,3,3,239,257
2931.282347,4.06e-28,1,6,752,752
2931.293007,2.71e-24,3,3,239,257
2931.298017,1.034e-25,4,6,752,752
2931.322383,6.314e-25,4,6,752,752
2931.323419,2.392e-26,3,6,752,752
2931.325192,1.084e-24,3,3,239,257
2931.346694,2.208e-28,1,4,752,752
2931.352031,1.256e-27,1,6,752,752
2931.353717,4.618e-25,4,6,752,752
2931.355055,5.64e-27,3,3,245,254
2931.367639,2.32e-23,3,3,239,257
2931.380491,1.082e-26,3,3,744,744
2931.380598,4.377e-26,3,3,744,744
2931.382007,2.045e-27,2,3,247,744
2931.392664,3.319e-26,5,3,245,242
2931.394891,1.73e-28,3,3,245,242
2931.399499,1.897e-26,3,3,245,242
2931.406156,1.17e-24,4,4,247,744
2931.406751,1.011e-27,1,6,752,752
2931.413458,4.991e-25,4,6,752,752
2931.42379,2.423e-23,4,4,247,744
2931.424408,3.523e-24,3,3,239,257
2931.424766,2.507e-28,2,3,247,744
2931.440891,2.645e-24,4,6,752,752
2931.442212,1.452e-24,3,4,744,744
2931.442535,3.122e-28,1,6,752,752
2931.445,3.755e-24,3,3,239,257
2931.4452,1.281e-28,3,3,245,254
2931.451458,1.185e-25,4,6,752,752
2931.458381,6.948e-24,3,4,744,744
2931.463594,1.184e-26,3,3,247,744
2931.468207,3.898e-25,1,3,744,744
2931.468318,7.512e-24,5,3,245,242
2931.470048,2.001e-25,3,3,239,257
2931.484821,3.468e-25,3,3,239,257
2931.485018,6.532e-26,3,3,744,744
2931.49162,6.424e-24,4,4,247,744
2931.492155,1.626e-27,3,3,245,242
2931.496591,5.3e-26,4,6,752,752
2931.498019,1.016e-25,3,3,245,242
2931.50529,1.415e-29,2,3,247,744
2931.506377,2.957e-26,3,3,247,744
2931.509112,6.342e-26,3,3,245,242
2931.512057,1.453e-26,3,3,245,242
2931.51616,4.25e-27,3,3,247,744
2931.516785,2.375e-26,3,3,247,744
2931.519475,2.7e-28,2,3,247,744
2931.560118,1.071e-25,3,3,245,242
2931.566428,1.465e-25,3,3,245,242
2931.569596,1.429e-25,3,3,245,242
2931.578006,8.729e-25,3,3,239,257
2931.579835,9.167e-25,3,3,239,257
2931.587251,6.805e-27,3,3,247,744
2931.601465,6.778e-24,4,4,247,744
2931.614155,2.028e-27,2,3,247,744
2931.616245,3.765e-29,2,3,247,744
2931.622785,2.376e-24,4,4,247,744
2931.636397,2.398e-29,1,5,752,752
2931.645249,4.586e-27,3,3,247,744
2931.652174,1.001e-26,3,3,247,744
2931.6609,4.063e-29,1,6,752,752
2931.66151,5.779e-25,3,3,239,257
2931.66606,1.81e-27,3,3,245,242
2931.666645,6.497e-25,3,3,239,257
2931.668598,7.888e-27,3,3,247,744
2931.671786,1.19e-28,1,3,744,744
2931.673933,1.707e-27,3,6,752,752
2931.679483,5.365e-29,2,3,247,744
2931.68742,7.134e-25,3,3,239,257
2931.69799,3.539e-25,3,3,239,257
2931.698678,4.08e-28,1,6,752,752
2931.708162,7.02e-29,3,3,245,242
2931.718423,9.787e-29,2,3,247,744
2931.720572,1.186e-28,1,5,752,752
2931.724093,1.399e-25,3,3,744,744
2931.728499,1.983e-24,5,3,245,242
2931.739081,1.323e-27,3,3,247,744
2931.742814,3.933e-25,4,3,247,744
2931.7445,2.277e-21,4,6,1127,744
2931.744908,3.645e-27,3,3,245,242
2931.745323,1.096e-28,3,3,245,242
2931.747392,3.125e-24,3,3,239,257
2931.753721,3.313e-27,3,3,245,242
2931.756032,2.143e-24,5,3,245,242
2931.758437,1.571e-23,4,4,744,744
2931.768506,3.467e-27,3,3,245,242
2931.772192,5.389e-25,4,3,247,744
2931.783665,1.188e-28,3,3,245,242
2931.786827,6.342e-27,3,3,245,242
2931.788633,1.281e-25,3,6,752,752
2931.791904,1.35e-29,2,3,247,744
2931.806219,3.276e-27,1,3,744,744
2931.807973,3.513e-29,1,5,752,752
2931.830101,8.607e-28,1,5,752,752
2931.836395,2.478e-26,3,3,247,744
2931.845291,6.103e-26,3,3,744,744
2931.846192,3.01e-29,1,5,752,752
2931.899095,6.69e-29,1,5,752,752
2931.901647,1.071e-28,2,3,247,744
2931.903009,1.039e-29,1,3,744,744
2931.924635,5.317e-26,3,6,752,752
2931.926843,3.811e-28,3,3,245,242
2931.927699,1.132e-28,2,3,247,744
2931.938306,8.029e-28,3,3,245,254
2931.940282,7.956e-28,3,3,245,254
2931.946241,2.633e-26,3,3,247,744
2931.946625,6.102e-28,3,3,245,242
2931.946636,8.99e-27,3,3,247,744
2931.953558,9.486e-25,3,3,239,257
2931.954953,3.505e-26,3,3,247,744
2931.957247,2.168e-26,1,6,752,752
2931.960018,5.457e-22,4,5,744,744
2931.965186,2.358e-26,3,3,245,242
2931.970285,2.817e-28,1,6,752,752
2931.981061,3.224e-27,3,3,247,744
2931.982604,1.089e-23,4,5,744,744
2931.983139,2.96e-26,3,3,247,744
2931.99337,1.02e-24,3,3,239,257
2931.995197,4.172e-22,4,5,744,744
2932.00675,1.201e-27,3,3,245,242
2932.015752,8.628e-28,3,3,247,744
2932.017224,8.276e-28,3,3,247,744
2932.021431,3.58e-24,3,6,752,752
2932.023004,7.795e-22,4,5,744,744
2932.031018,1.402e-23,4,5,744,744
2932.034193,8.214e-27,3,3,247,744
2932.040569,8.658e-26,3,3,744,744
2932.075989,1.929e-28,2,3,247,744
2932.080797,1.376e-23,4,4,744,744
2932.08272,1.97e-27,3,3,245,242
2932.091849,8.95e-29,2,3,247,744
2932.098475,3.758e-28,1,6,752,752
2932.102049,3.121e-29,1,6,752,752
2932.110556,5.8e-28,3,3,245,254
2932.110864,2.451e-28,3,3,245,242
2932.118287,5.209e-22,4,5,744,744
2932.120212,3.254e-27,3,3,744,744
2932.1305,3.41e-29,1,5,752,752
2932.137556,2.363e-28,1,6,752,752
2932.137905,1.077e-26,3,3,247,744
2932.145357,2.906e-26,5,3,245,242
2932.15259,6.736e-25,3,3,239,257
2932.158687,4.455e-24,4,4,744,744
2932.159076,2.339e-28,1,6,752,752
2932.165786,3.258e-29,1,5,752,752
2932.177906,8.005e-28,1,6,752,752
2932.181761,3.472e-29,1,3,744,744
2932.189173,1.752e-26,4,3,744,744
2932.209168,1.987e-25,4,3,247,744
2932.212781,1.806e-28,3,3,744,744
2932.221015,9.851e-27,1,6,752,752
2932.239418,1.05e-27,3,3,744,744
2932.242014,2.595e-25,4,3,247,744
2932.249238,1.589e-21,4,6,744,744
2932.261069,4.123e-26,3,3,744,744
2932.263162,1.028e-28,3,3,245,242
2932.269415,6.431e-28,2,3,247,744
2932.278935,6.327e-28,2,3,247,744
2932.280775,1.323e-28,1,6,752,752
2932.28758,3.44e-24,3,3,239,257
2932.299723,4.29e-26,3,3,247,744
2932.30124,2.056e-27,3,3,247,744
2932.30603,1.632e-27,3,3,245,242
2932.320567,7.512e-28,3,3,245,242
2932.320731,1.225e-26,3,3,245,242
2932.324278,7.943e-26,3,3,245,242
2932.324435,2.059e-26,3,6,752,752
2932.325686,2.615e-24,3,3,239,257
2932.362395,4.132e-25,5,3,245,242
2932.372246,6.035e-28,2,3,247,744
2932.377107,3.18e-27,3,3,247,744
2932.379623,1.059e-26,3,3,245,242
2932.38192,2.766e-25,3,3,239,257
2932.390121,1.693e-28,3,3,245,242
2932.392827,1.511e-24,3,3,239,257
2932.392945,1.27e-25,4,3,247,744
2932.39461,4.18e-26,1,6,752,752
2932.397093,1.724e-26,3,3,247,744
2932.400923,3.411e-25,4,3,247,744
2932.402383,2.028e-25,4,3,247,744
2932.402385,4.563e-26,1,6,752,752
2932.402956,1.36e-25,4,3,247,744
2932.403202,1.008e-28,2,3,247,744
2932.407085,3.335e-27,1,6,752,752
2932.411086,2.028e-28,2,3,247,744
2932.41855,1.241e-29,1,3,744,744
2932.441674,6.659e-26,1,6,752,752
2932.442434,5.889e-26,1,6,752,752
2932.443343,8.781e-26,1,6,752,752
2932.444333,1.453e-25,3,6,752,752
2932.45245,1.252e-23,3,3,239,257
2932.45277,1.458e-26,3,3,744,744
2932.468764,1.564e-26,3,3,245,242
2932.477669,3.791e-26,3,3,744,744
